Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Location_grouped,review_text,review_char_len,review_word_len,review_tokens
Household,RB-C158 Kotak Sepatu Lipat Transparan Tebal ShoesStorage Box Organizer - Rak PUTIH,Kota Tangerang,6385,4.7,120294,7211,1,"Barang tidak sesuai dgn yg di gambar, bukan plastik keras dan sepertinya tidak bisa utk menumpuk sepatu...bingung cara merakitnya...plastiknya mudah meleyot...sangat tidak puas...",Negative,Fear,Kota Tangerang,"Barang tidak sesuai dgn yg di gambar, bukan plastik keras dan sepertinya tidak bisa utk menumpuk sepatu...bingung cara merakitnya...plastiknya mudah meleyot...sangat tidak puas...",179,23,"['barang', 'sesuai', 'yg', 'gambar', 'bukan', 'plastik', 'keras', 'sepertinya', 'utk', 'menumpuk', 'sepatu', 'bingung', 'cara', 'merakitnya', 'plastiknya', 'mudah', 'meleyot', 'sangat', 'puas']"
Household,RB-C158 Kotak Sepatu Lipat Transparan Tebal ShoesStorage Box Organizer - Rak PUTIH,Kota Tangerang,6385,4.7,120294,7211,1,"Sudah kuduga kalau beli banyak, pasti ada beberapa yang barangnya dikasih dalam kondisi cacat dan ternyata beneran dong wkwk, yang pecah malah barang di urutan ke 4,9 dari total 24 item yang saya order + kualitas barang ternyata hanya plastik tipis(tidak sesuai perkiraan saya karena yang ditampilkan toko hanya tampilan depan saja) Overall i wouldn�t recommend this to y�all",Negative,Fear,Kota Tangerang,"Sudah kuduga kalau beli banyak, pasti ada beberapa yang barangnya dikasih dalam kondisi cacat dan ternyata beneran dong wkwk, yang pecah malah barang di urutan ke 4,9 dari total 24 item yang saya order + kualitas barang ternyata hanya plastik tipis(tidak sesuai perkiraan saya karena yang ditampilkan toko hanya tampilan depan saja) Overall i wouldn�t recommend this to y�all",375,59,"['kuduga', 'beli', 'banyak', 'pasti', 'beberapa', 'barangnya', 'dikasih', 'kondisi', 'cacat', 'ternyata', 'beneran', 'dong', 'wkwk', 'pecah', 'malah', 'barang', 'urutan', 'total', '24', 'item', 'order', 'kualitas', 'barang', 'ternyata', 'hanya', 'plastik', 'tipis', 'sesuai', 'perkiraan', 'ditampilkan', 'toko', 'hanya', 'tampilan', 'depan', 'saja', 'overall', 'wouldn', 'recommend', 'this', 'to', 'all']"
Household,Payung Kapsul Payung Mini lipat 3 Micro Capsule Umbrella anti UV - Biru,Kota Depok,54888,4.8,2102,789,2,Tidak ada outer box & fastener. Padahal sudah di note untuk dipastikan ke-5 komponen lengkap. Barang sudah banyak goresan & segel kertas sobek. Padahal rencana mau pesen banyak buat souvenir.,Negative,Sadness,Kota Depok,Tidak ada outer box & fastener. Padahal sudah di note untuk dipastikan ke-5 komponen lengkap. Barang sudah banyak goresan & segel kertas sobek. Padahal rencana mau pesen banyak buat souvenir.,191,30,"['outer', 'box', 'fastener', 'padahal', 'note', 'dipastikan', 'komponen', 'lengkap', 'barang', 'banyak', 'goresan', 'segel', 'kertas', 'sobek', 'padahal', 'rencana', 'mau', 'pesen', 'banyak', 'souvenir']"
Household,Payung Kapsul Payung Mini lipat 3 Micro Capsule Umbrella anti UV - Biru,Kota Depok,54888,4.8,2102,789,2,"Barang terlihat murahan, sangat keset dan sulit saat ingin membuka payung maupun menutup payung, nyesel deh beli",Negative,Sadness,Kota Depok,"Barang terlihat murahan, sangat keset dan sulit saat ingin membuka payung maupun menutup payung, nyesel deh beli",112,17,"['barang', 'terlihat', 'murahan', 'sangat', 'keset', 'sulit', 'saat', 'ingin', 'membuka', 'payung', 'maupun', 'menutup', 'payung', 'nyesel', 'beli']"
Household,6 in 1 Traveling Bag in Bag Organizer (1 set isi 6 pcs organizer) - Maroon,Jakarta Utara,30500,4.7,2800,2360,1,"Kecewa barang gak sampe... Toko nya gak mau tanggung jawab, dan respon nya lama bgt. bener bener kecewa. Jgn beli disini lagi untuk kalian yang baca komen ini. Respon nya lama bgt ... Dari delivery nya juga kacau nyasarin barang dan gak mau tanggung jawab. Beli barang tapi barangnya gak sampe bener bener kecewa...",Negative,Sadness,Jakarta Utara,"Kecewa barang gak sampe... Toko nya gak mau tanggung jawab, dan respon nya lama bgt. bener bener kecewa. Jgn beli disini lagi untuk kalian yang baca komen ini. Respon nya lama bgt ... Dari delivery nya juga kacau nyasarin barang dan gak mau tanggung jawab. Beli barang tapi barangnya gak sampe bener bener kecewa...",315,54,"['kecewa', 'barang', 'toko', 'mau', 'tanggung', 'jawab', 'respon', 'lama', 'bener', 'bener', 'kecewa', 'jgn', 'beli', 'disini', 'lagi', 'kalian', 'baca', 'komen', 'respon', 'lama', 'delivery', 'kacau', 'nyasarin', 'barang', 'mau', 'tanggung', 'jawab', 'beli', 'barang', 'barangnya', 'bener', 'bener', 'kecewa']"
Household,6 in 1 Traveling Bag in Bag Organizer (1 set isi 6 pcs organizer) - Maroon,Jakarta Utara,30500,4.7,2800,2360,3,Warna yang datang tidak sesuai pesanan walaupun sudah menulis catatan cancel kalau warna pilihan memang tidak ada.,Negative,Sadness,Jakarta Utara,Warna yang datang tidak sesuai pesanan walaupun sudah menulis catatan cancel kalau warna pilihan memang tidak ada.,114,17,"['warna', 'datang', 'sesuai', 'pesanan', 'walaupun', 'menulis', 'catatan', 'cancel', 'warna', 'pilihan', 'memang']"
Household,Plastik Buble Wrap - BUBBLEWRAP,Jakarta Utara,2500,4.8,2872,949,1,"pesan lampu 10, bubble wrap 10, tp bubble wrapnya dijadikan 1. untuk pelanggan lain mungkin pesan bubble wrapnya 1 saja",Negative,Sadness,Jakarta Utara,"pesan lampu 10, bubble wrap 10, tp bubble wrapnya dijadikan 1. untuk pelanggan lain mungkin pesan bubble wrapnya 1 saja",119,20,"['pesan', 'lampu', '10', 'bubble', 'wrap', '10', 'bubble', 'wrapnya', 'dijadikan', 'pelanggan', 'lain', 'mungkin', 'pesan', 'bubble', 'wrapnya', 'saja']"
Household,Plastik Buble Wrap - BUBBLEWRAP,Jakarta Utara,2500,4.8,2872,949,3,sedikit masukan klw utk buble warp agar bagian dalam juga di bungkus jika ada pemesanan brg yg dibungkus bersamaan dgn lampun yg mudah pecah. terima kasih????,Negative,Fear,Jakarta Utara,sedikit masukan klw utk buble warp agar bagian dalam juga di bungkus jika ada pemesanan brg yg dibungkus bersamaan dgn lampun yg mudah pecah. terima kasih????,158,26,"['sedikit', 'masukan', 'klw', 'utk', 'buble', 'warp', 'agar', 'bagian', 'bungkus', 'jika', 'pemesanan', 'brg', 'yg', 'dibungkus', 'bersamaan', 'lampun', 'yg', 'mudah', 'pecah', 'terima', 'kasih']"
Household,Plastik Buble Wrap - BUBBLEWRAP,Jakarta Utara,2500,4.8,2872,949,3,barang sampai dengan selamat cuman packing aja yg kurang nambah buble tapi buble nya dikit banget sama aja kaya packing biasa,Negative,Fear,Jakarta Utara,barang sampai dengan selamat cuman packing aja yg kurang nambah buble tapi buble nya dikit banget sama aja kaya packing biasa,125,21,"['barang', 'selamat', 'cuman', 'packing', 'yg', 'kurang', 'nambah', 'buble', 'buble', 'dikit', 'sama', 'kaya', 'packing', 'biasa']"
Household,PCK-01 Penjepit Barang / Pickup Tool Ver.1 Alat Capit Pemungut Sampah,Jakarta Pusat,35000,4.9,1431,562,1,"Kebanyakan panjual yang tokonya sudah Diamon, barang yang di kirim tidak di cek kondiri barang masih berfungsi apa tidak, ini barang di kirim tidak berfungsi, Pas di buka tali perekat sudah putus sama aja jual sampah, Buat Buyer yang lain mohon jangan di beli di toko ini, saya dan anda pasti sangat kecewa jangan pernah order di toko ini barang sampah buang buang waktu dan uang aja,mending kalau barang berfungsi tapi ini sama sekali rusak tidak bisa di pakai??????????????",Negative,Sadness,Jakarta Pusat,"Kebanyakan panjual yang tokonya sudah Diamon, barang yang di kirim tidak di cek kondiri barang masih berfungsi apa tidak, ini barang di kirim tidak berfungsi, Pas di buka tali perekat sudah putus sama aja jual sampah, Buat Buyer yang lain mohon jangan di beli di toko ini, saya dan anda pasti sangat kecewa jangan pernah order di toko ini barang sampah buang buang waktu dan uang aja,mending kalau barang berfungsi tapi ini sama sekali rusak tidak bisa di pakai??????????????",475,79,"['kebanyakan', 'panjual', 'tokonya', 'diamon', 'barang', 'kirim', 'cek', 'kondiri', 'barang', 'masih', 'berfungsi', 'apa', 'barang', 'kirim', 'berfungsi', 'buka', 'tali', 'perekat', 'putus', 'sama', 'jual', 'sampah', 'buyer', 'lain', 'mohon', 'jangan', 'beli', 'toko', 'anda', 'pasti', 'sangat', 'kecewa', 'jangan', 'pernah', 'order', 'toko', 'barang', 'sampah', 'buang', 'buang', 'waktu', 'uang', 'mending', 'barang', 'berfungsi', 'sama', 'sekali', 'rusak', 'pakai']"
Household,Ultrasonic Aroma Diffuser Humidifier Colorful LED 300ml+remote,Jakarta Utara,99000,4.9,15529,4074,1,"Bintang satu ya, chargernya patah, gak bisa digunakan, akhirnya harus cari charger lain. charger nya ada di dalam alatnya, jadi jelas bukan kesalahan pengiriman.",Negative,Fear,Jakarta Utara,"Bintang satu ya, chargernya patah, gak bisa digunakan, akhirnya harus cari charger lain. charger nya ada di dalam alatnya, jadi jelas bukan kesalahan pengiriman.",161,24,"['bintang', 'satu', 'chargernya', 'patah', 'digunakan', 'akhirnya', 'harus', 'cari', 'charger', 'lain', 'charger', 'alatnya', 'jelas', 'bukan', 'kesalahan', 'pengiriman']"
Household,Ultrasonic Aroma Diffuser Humidifier Colorful LED 300ml+remote,Jakarta Utara,99000,4.9,15529,4074,1,"Satu dr 2 humidifier diffuser yg sy beli, saat saya mulai pasang hari ini di kantor, setelah bbrp saat mengeluarkan bunyi yg luarbiasa brisik. Waduh sy shock dan kecewa bngt, while 1 produk lainnya (type sama) works well. Butuh kebesaran hati penjual utk menukar item yg tdk sesuai spec ini.",Negative,Sadness,Jakarta Utara,"Satu dr 2 humidifier diffuser yg sy beli, saat saya mulai pasang hari ini di kantor, setelah bbrp saat mengeluarkan bunyi yg luarbiasa brisik. Waduh sy shock dan kecewa bngt, while 1 produk lainnya (type sama) works well. Butuh kebesaran hati penjual utk menukar item yg tdk sesuai spec ini.",291,50,"['satu', 'dr', 'humidifier', 'diffuser', 'yg', 'sy', 'beli', 'saat', 'mulai', 'pasang', 'hari', 'kantor', 'setelah', 'bbrp', 'saat', 'mengeluarkan', 'bunyi', 'yg', 'luarbiasa', 'brisik', 'waduh', 'sy', 'shock', 'kecewa', 'bngt', 'while', 'produk', 'lainnya', 'type', 'sama', 'works', 'well', 'butuh', 'kebesaran', 'hati', 'penjual', 'utk', 'menukar', 'item', 'yg', 'sesuai', 'spec']"
Household,Ultrasonic Aroma Diffuser Humidifier Colorful LED 300ml+remote,Jakarta Utara,99000,4.9,15529,4074,1,Barang cuma bs dipakai seminggu... uap nya gk muncul lagi...kecewa banget... jadi gk bs diapa2in. Buat yg lain jgn karna murah beli ya...barang cm tahan seminggu,Negative,Sadness,Jakarta Utara,Barang cuma bs dipakai seminggu... uap nya gk muncul lagi...kecewa banget... jadi gk bs diapa2in. Buat yg lain jgn karna murah beli ya...barang cm tahan seminggu,161,26,"['barang', 'cuma', 'bs', 'dipakai', 'seminggu', 'uap', 'gk', 'muncul', 'lagi', 'kecewa', 'gk', 'bs', 'diapa2in', 'yg', 'lain', 'jgn', 'karna', 'murah', 'beli', 'barang', 'cm', 'tahan', 'seminggu']"
Household,TDS Meter 3 Alat Ukur Hidroponik Air Aquarium ppm nutrisi Kolam TDS-3 - TDS 3 Meter,Jakarta Utara,14400,4.9,4765,3044,1,Dapet yang error. nilai ppm kebaca dalam ribuan. kualitasnya jeles banget gak dicek dulu sebelum dikirim. kecewa dan gak akan beli lagi disini.,Negative,Sadness,Jakarta Utara,Dapet yang error. nilai ppm kebaca dalam ribuan. kualitasnya jeles banget gak dicek dulu sebelum dikirim. kecewa dan gak akan beli lagi disini.,143,23,"['dapet', 'error', 'nilai', 'ppm', 'kebaca', 'ribuan', 'kualitasnya', 'jeles', 'dicek', 'dulu', 'sebelum', 'dikirim', 'kecewa', 'akan', 'beli', 'lagi', 'disini']"
Household,TDS Meter 3 Alat Ukur Hidroponik Air Aquarium ppm nutrisi Kolam TDS-3 - TDS 3 Meter,Jakarta Utara,14400,4.9,4765,3044,2,"Parah bener gan barangnya.. melenceng jauh dari alat yg merk lain. tempat baterai sudah berkarat. karena murah jadi ya masih cukup kl bintang 2. no komplain, mahal di ongkir baliknya. anggep saja apes.",Negative,Anger,Jakarta Utara,"Parah bener gan barangnya.. melenceng jauh dari alat yg merk lain. tempat baterai sudah berkarat. karena murah jadi ya masih cukup kl bintang 2. no komplain, mahal di ongkir baliknya. anggep saja apes.",201,33,"['parah', 'bener', 'gan', 'barangnya', 'melenceng', 'jauh', 'alat', 'yg', 'merk', 'lain', 'tempat', 'baterai', 'berkarat', 'murah', 'masih', 'cukup', 'bintang', 'no', 'komplain', 'mahal', 'ongkir', 'baliknya', 'anggep', 'saja', 'apes']"
Household,TDS Meter 3 Alat Ukur Hidroponik Air Aquarium ppm nutrisi Kolam TDS-3 - TDS 3 Meter,Jakarta Utara,14400,4.9,4765,3044,1,"jangan tergoda harga murah, ternyata tidak sesuai antara barang dengan deskripsi. deskripsi tertulis paket termasuk sarung kulit ternyata tidak ada, seller hanya meminta pengiriman kembali barangnya tanpa ada permintaan maaf dan proses penyelesaiannya membutuhkan waktu dan biaya lagi sehingga tidak saya kembalikan. menyesal beli disini...",Negative,Fear,Jakarta Utara,"jangan tergoda harga murah, ternyata tidak sesuai antara barang dengan deskripsi. deskripsi tertulis paket termasuk sarung kulit ternyata tidak ada, seller hanya meminta pengiriman kembali barangnya tanpa ada permintaan maaf dan proses penyelesaiannya membutuhkan waktu dan biaya lagi sehingga tidak saya kembalikan. menyesal beli disini...",340,45,"['jangan', 'tergoda', 'harga', 'murah', 'ternyata', 'sesuai', 'antara', 'barang', 'deskripsi', 'deskripsi', 'tertulis', 'paket', 'termasuk', 'sarung', 'kulit', 'ternyata', 'seller', 'hanya', 'meminta', 'pengiriman', 'kembali', 'barangnya', 'tanpa', 'permintaan', 'maaf', 'proses', 'penyelesaiannya', 'membutuhkan', 'waktu', 'biaya', 'lagi', 'sehingga', 'kembalikan', 'menyesal', 'beli', 'disini']"
Household,gunting rumput besi kenmaster,Jakarta Barat,58500,4.9,6173,2653,2,"kualitas gunting kurang bagus, krn gunting rumputnya tdk tajam, itu disebabkan krn antara bilah gunting nya tdk rapat, sehingga ada celah yg mengakibatkan guntingan g maksimal. utk penjual responsif tp barang kurang memuaskan.",Negative,Fear,Jakarta Barat,"kualitas gunting kurang bagus, krn gunting rumputnya tdk tajam, itu disebabkan krn antara bilah gunting nya tdk rapat, sehingga ada celah yg mengakibatkan guntingan g maksimal. utk penjual responsif tp barang kurang memuaskan.",226,33,"['kualitas', 'gunting', 'kurang', 'bagus', 'gunting', 'rumputnya', 'tajam', 'disebabkan', 'antara', 'bilah', 'gunting', 'rapat', 'sehingga', 'celah', 'yg', 'mengakibatkan', 'guntingan', 'maksimal', 'utk', 'penjual', 'responsif', 'barang', 'kurang', 'memuaskan']"
Household,gunting rumput besi kenmaster,Jakarta Barat,58500,4.9,6173,2653,2,"Berat, ngga tajam, buat potong daun aja ngga bisa,",Negative,Sadness,Jakarta Barat,"Berat, ngga tajam, buat potong daun aja ngga bisa,",50,9,"['berat', 'ngga', 'tajam', 'potong', 'daun', 'ngga']"
Household,gunting rumput besi kenmaster,Jakarta Barat,58500,4.9,6173,2653,3,"pengiriman cepat tapi ga tajam sama skali, bahkan untuk ranting kecil sekalipun butuh tenaga lumayan saat digunting.",Negative,Sadness,Jakarta Barat,"pengiriman cepat tapi ga tajam sama skali, bahkan untuk ranting kecil sekalipun butuh tenaga lumayan saat digunting.",116,17,"['pengiriman', 'cepat', 'tajam', 'sama', 'skali', 'bahkan', 'ranting', 'kecil', 'sekalipun', 'butuh', 'tenaga', 'lumayan', 'saat', 'digunting']"
Household,GoldRET Tali Sepeda Pengikat Barang Luggage Motor Elastis 70cm - BA85,Kota Depok,13000,4.9,211,97,2,barang tidak sesuai gambar....bukan original. kaitan plastik semua...di gambar kaitan stenless/besi,Negative,Fear,Kota Depok,barang tidak sesuai gambar....bukan original. kaitan plastik semua...di gambar kaitan stenless/besi,99,11,"['barang', 'sesuai', 'gambar', 'bukan', 'original', 'kaitan', 'plastik', 'semua', 'gambar', 'kaitan', 'stenless', 'besi']"
Household,Sabuk Pengaman Koper / Tali Pengikat Koper / Luggage Strap,Jakarta Barat,10888,4.9,2235,429,3,"buckle/pengaitnya ga kuat, percuma jadi strap",Negative,Sadness,Jakarta Barat,"buckle/pengaitnya ga kuat, percuma jadi strap",45,6,"['buckle', 'pengaitnya', 'kuat', 'percuma', 'strap']"
Household,POT BUNGA MOTIF TAWON PUTIH - 10,Jakarta Barat,1725,4.8,41198,2639,1,Pesen yg besar sama yg kecil warna putih. Yg kecil warnanya kusem cenderung warna kuning kaya plastik murah. Beda ga kaya saya pertamakali pesen di sini. Terus tipis banget.,Negative,Sadness,Jakarta Barat,Pesen yg besar sama yg kecil warna putih. Yg kecil warnanya kusem cenderung warna kuning kaya plastik murah. Beda ga kaya saya pertamakali pesen di sini. Terus tipis banget.,173,29,"['pesen', 'yg', 'besar', 'sama', 'yg', 'kecil', 'warna', 'putih', 'yg', 'kecil', 'warnanya', 'kusem', 'cenderung', 'warna', 'kuning', 'kaya', 'plastik', 'murah', 'beda', 'kaya', 'pertamakali', 'pesen', 'sini', 'terus', 'tipis']"
Household,POT BUNGA MOTIF TAWON PUTIH - 10,Jakarta Barat,1725,4.8,41198,2639,1,pengepakannya kurang saveti sehingga barang di terima dalam keadaan rusak (pecah dan retak) jd tidak mungkin bisa terpakai.,Negative,Fear,Jakarta Barat,pengepakannya kurang saveti sehingga barang di terima dalam keadaan rusak (pecah dan retak) jd tidak mungkin bisa terpakai.,123,18,"['pengepakannya', 'kurang', 'saveti', 'sehingga', 'barang', 'terima', 'keadaan', 'rusak', 'pecah', 'retak', 'jd', 'mungkin', 'terpakai']"
Household,POT BUNGA MOTIF TAWON PUTIH - 10,Jakarta Barat,1725,4.8,41198,2639,2,"Diterima dalam keadaan packing terbuka dan terlihat sudah pecah. Komplain tapi harus kembaliin barang, malah ribet dan jadi repot sendiri.",Negative,Anger,Jakarta Barat,"Diterima dalam keadaan packing terbuka dan terlihat sudah pecah. Komplain tapi harus kembaliin barang, malah ribet dan jadi repot sendiri.",138,20,"['diterima', 'keadaan', 'packing', 'terbuka', 'terlihat', 'pecah', 'komplain', 'harus', 'kembaliin', 'barang', 'malah', 'ribet', 'repot', 'sendiri']"
Household,POT BUNGA MOTIF TAWON PUTIH - 10,Jakarta Barat,1725,4.8,41198,2639,3,"produk ada yang cacat/bolong dari pabriknya pengemasan kurang aman, barang ada yang pecah karena bantingan/benturan.",Negative,Fear,Jakarta Barat,"produk ada yang cacat/bolong dari pabriknya pengemasan kurang aman, barang ada yang pecah karena bantingan/benturan.",116,15,"['produk', 'cacat', 'bolong', 'pabriknya', 'pengemasan', 'kurang', 'aman', 'barang', 'pecah', 'bantingan', 'benturan']"
Household,POT BUNGA MOTIF TAWON PUTIH - 10,Jakarta Barat,1725,4.8,41198,2639,3,"ini pembelian saya yg kedua, pmbelian yg sbelumnya potnya semua bagus, yg kedua ni saya beli 6 pot dan kyk ada bekas tembelan plastik retak, saya beli 6 dan semuanya sprti ini..",Negative,Sadness,Jakarta Barat,"ini pembelian saya yg kedua, pmbelian yg sbelumnya potnya semua bagus, yg kedua ni saya beli 6 pot dan kyk ada bekas tembelan plastik retak, saya beli 6 dan semuanya sprti ini..",177,32,"['pembelian', 'yg', 'kedua', 'pmbelian', 'yg', 'sbelumnya', 'potnya', 'semua', 'bagus', 'yg', 'kedua', 'ni', 'beli', 'pot', 'kyk', 'bekas', 'tembelan', 'plastik', 'retak', 'beli', 'semuanya', 'sprti']"
Household,Pantone Bantal Kesehatan Charcoal Memory Foam Cool Gel / Kepala /Leher,Jakarta Utara,599000,4.7,175,89,2,"Barang kurang mulus.. beli dua, dua duanya ada sobekan di bantal bagian belakang..",Negative,Sadness,Jakarta Utara,"Barang kurang mulus.. beli dua, dua duanya ada sobekan di bantal bagian belakang..",82,13,"['barang', 'kurang', 'mulus', 'beli', 'dua', 'dua', 'duanya', 'sobekan', 'bantal', 'bagian', 'belakang']"
Household,Oxihom Tempat Keranjang Baju Kotor Pakaian Plastik Laundry Basket - Putih,Kota Depok,154750,4.9,6194,2693,3,"barang dibungkus pakai bubblewarp, trs pecah gatau dari jasa kirimnya atau pengemasannya, selain itu jasa kirimnya lama bgt asli, lumayan kecewa",Negative,Sadness,Kota Depok,"barang dibungkus pakai bubblewarp, trs pecah gatau dari jasa kirimnya atau pengemasannya, selain itu jasa kirimnya lama bgt asli, lumayan kecewa",144,21,"['barang', 'dibungkus', 'pakai', 'bubblewarp', 'trs', 'pecah', 'gatau', 'jasa', 'kirimnya', 'atau', 'pengemasannya', 'selain', 'jasa', 'kirimnya', 'lama', 'asli', 'lumayan', 'kecewa']"
Household,Oxihom Tempat Keranjang Baju Kotor Pakaian Plastik Laundry Basket - Putih,Kota Depok,154750,4.9,6194,2693,2,"Pesannya warna putih, datengnya abu2. Ini sudah kedua kalinya, yg pertama saya balikin ke gudang sarinah trs ternyata warna putih nggak ada jadi saya di refund uang. Yg kedua pesen lg warna putih datengnya abu2 tp ya sudah lah, saya sudah lelah",Negative,Sadness,Kota Depok,"Pesannya warna putih, datengnya abu2. Ini sudah kedua kalinya, yg pertama saya balikin ke gudang sarinah trs ternyata warna putih nggak ada jadi saya di refund uang. Yg kedua pesen lg warna putih datengnya abu2 tp ya sudah lah, saya sudah lelah",244,42,"['pesannya', 'warna', 'putih', 'datengnya', 'abu2', 'kedua', 'kalinya', 'yg', 'pertama', 'balikin', 'gudang', 'sarinah', 'trs', 'ternyata', 'warna', 'putih', 'refund', 'uang', 'yg', 'kedua', 'pesen', 'lg', 'warna', 'putih', 'datengnya', 'abu2', 'lelah']"
Household,Oxihom Tempat Keranjang Baju Kotor Pakaian Plastik Laundry Basket - Putih,Kota Depok,154750,4.9,6194,2693,1,"pecah gagang, seller ga mau tanggung jawab sampe akhirnya tokopedia yang memutuskan bisa direfund",Negative,Anger,Kota Depok,"pecah gagang, seller ga mau tanggung jawab sampe akhirnya tokopedia yang memutuskan bisa direfund",97,14,"['pecah', 'gagang', 'seller', 'mau', 'tanggung', 'jawab', 'akhirnya', 'tokopedia', 'memutuskan', 'direfund']"
Household,Oxihom Tempat Keranjang Baju Kotor Pakaian Plastik Laundry Basket - Putih,Kota Depok,154750,4.9,6194,2693,1,"duh kok ga belajar dr pengalaman ya banyak yg complain datangnya dalam keadaan retak , sy kira sudah diperbaiki pelayanannya",Negative,Anger,Kota Depok,"duh kok ga belajar dr pengalaman ya banyak yg complain datangnya dalam keadaan retak , sy kira sudah diperbaiki pelayanannya",124,20,"['duh', 'belajar', 'dr', 'pengalaman', 'banyak', 'yg', 'complain', 'datangnya', 'keadaan', 'retak', 'sy', 'kira', 'diperbaiki', 'pelayanannya']"
Household,Oxihom Tempat Keranjang Baju Kotor Pakaian Plastik Laundry Basket - Putih,Kota Depok,154750,4.9,6194,2693,1,pembelian Kesekian kalinya dan biasanya dikemas pake kardus tapi yang dikirim cuma pake bubble wrap dan pecah lagi. ajukan barang rusak katanya bukan kesalahan toko tapi pas dicek masa patahannya/ serpihannya kurang. saya coba satuin tapi ada bagian yang memang ngak ada. apa di pengiriman mereka buka bubble wrap terus diganti gitu?,Negative,Anger,Kota Depok,pembelian Kesekian kalinya dan biasanya dikemas pake kardus tapi yang dikirim cuma pake bubble wrap dan pecah lagi. ajukan barang rusak katanya bukan kesalahan toko tapi pas dicek masa patahannya/ serpihannya kurang. saya coba satuin tapi ada bagian yang memang ngak ada. apa di pengiriman mereka buka bubble wrap terus diganti gitu?,333,52,"['pembelian', 'kesekian', 'kalinya', 'biasanya', 'dikemas', 'pake', 'kardus', 'dikirim', 'cuma', 'pake', 'bubble', 'wrap', 'pecah', 'lagi', 'ajukan', 'barang', 'rusak', 'katanya', 'bukan', 'kesalahan', 'toko', 'dicek', 'masa', 'patahannya', 'serpihannya', 'kurang', 'coba', 'satuin', 'bagian', 'memang', 'ngak', 'apa', 'pengiriman', 'mereka', 'buka', 'bubble', 'wrap', 'terus', 'diganti', 'gitu']"
Household,COOGER Rak Jemuran Stainless Steel 4 Susun Rak Pengering Serbaguna,Kota Bekasi,450000,4.8,2787,1500,1,Barang yang dikirimkan tidak dapat berfungsi dengan baik. Karena 6lonjor pipa pendek sehingga tidak dapat dipasang. Baut juga tidak lengkap,Negative,Fear,Kota Bekasi,Barang yang dikirimkan tidak dapat berfungsi dengan baik. Karena 6lonjor pipa pendek sehingga tidak dapat dipasang. Baut juga tidak lengkap,139,20,"['barang', 'dikirimkan', 'berfungsi', 'baik', '6lonjor', 'pipa', 'pendek', 'sehingga', 'dipasang', 'baut', 'lengkap']"
Household,COOGER Rak Jemuran Stainless Steel 4 Susun Rak Pengering Serbaguna,Kota Bekasi,450000,4.8,2787,1500,1,"kualitas produk sangat mengecewakan, bahan yang di gunakan tipis..barang datang dengan keadaan begitu dan tidak di ganti baru.",Negative,Sadness,Kota Bekasi,"kualitas produk sangat mengecewakan, bahan yang di gunakan tipis..barang datang dengan keadaan begitu dan tidak di ganti baru.",126,18,"['kualitas', 'produk', 'sangat', 'mengecewakan', 'bahan', 'gunakan', 'tipis', 'barang', 'datang', 'keadaan', 'begitu', 'ganti', 'baru']"
Household,COOGER Rak Jemuran Stainless Steel 4 Susun Rak Pengering Serbaguna,Kota Bekasi,450000,4.8,2787,1500,1,Mur sama bautnya kurang dan penjual pertama bilang akan respon setelah 5-7hari setelah 2 minggu masih aja ga ada solusi. disuruh kirim balik bagian jemuran padahal yang kurang cuma mur sama baut dibikin ribet akhirnya itu bagian bawah ga bisa dipake. kurang profesional penanganannya,Negative,Anger,Kota Bekasi,Mur sama bautnya kurang dan penjual pertama bilang akan respon setelah 5-7hari setelah 2 minggu masih aja ga ada solusi. disuruh kirim balik bagian jemuran padahal yang kurang cuma mur sama baut dibikin ribet akhirnya itu bagian bawah ga bisa dipake. kurang profesional penanganannya,283,44,"['mur', 'sama', 'bautnya', 'kurang', 'penjual', 'pertama', 'bilang', 'akan', 'respon', 'setelah', '7hari', 'setelah', 'minggu', 'masih', 'solusi', 'disuruh', 'kirim', 'balik', 'bagian', 'jemuran', 'padahal', 'kurang', 'cuma', 'mur', 'sama', 'baut', 'dibikin', 'ribet', 'akhirnya', 'bagian', 'bawah', 'dipake', 'kurang', 'profesional', 'penanganannya']"
Household,COOGER Rak Jemuran Stainless Steel 4 Susun Rak Pengering Serbaguna,Kota Bekasi,450000,4.8,2787,1500,1,Barang tdk lengkap.. sdh lama lapor tp sampai saat ini belum di kirim2... sdh sering ditanyakan tp hanya janji2 aja.,Negative,Anger,Kota Bekasi,Barang tdk lengkap.. sdh lama lapor tp sampai saat ini belum di kirim2... sdh sering ditanyakan tp hanya janji2 aja.,116,20,"['barang', 'lengkap', 'sdh', 'lama', 'lapor', 'saat', 'belum', 'kirim2', 'sdh', 'sering', 'ditanyakan', 'hanya', 'janji2']"
